ders_kodu,dersinadi,ogretimyili,donem,LLM_METIN
BİM309,Yapay Us,2024-2025,GÜZ,"DERS KODU: BİM309 | DERS ADI: Yapay Us
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.5
- KONTENJAN (Toplam/Birim İçi): 83/0
- DETAYLI İÇERİK: Yapay Us'a Giriş; Akıllı Acenta; Problem Çözümlemede Arama Yaklaşımı; Arama Stratejileri; Sınırlı Yeterlilikli Problemler; Durumlar Uzayında Arama; Veri-Yönetimli ve Amaç-Yönetimli Arama; Sezgisel Arama; Bilgili Arama Metodlerı; Mantıksal Çıkarım Temelli Acenta; Bilgi Tabanının Oluşturulması; Birinci Dereceli Mantık Temelli Çıkarım; Belirsizlik; Olasılık Temelli Çıkarım Sistemleri; Makine Öğrenimi; İndüktivsel Öğrenim; Karar Alma Araçları; Makine Öğreniminde Bilginin Rolü.
---
"
BİM309,Artificial Intelligence (Yapay Us),2024-2025,GÜZ,"DERS KODU: BİM309 | DERS ADI: Artificial Intelligence (Yapay Us)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.5
- KONTENJAN (Toplam/Birim İçi): 83/0
- DETAYLI İÇERİK: Yapay Us'a Giriş; Akıllı Acenta; Problem Çözümlemede Arama Yaklaşımı; Arama Stratejileri; Sınırlı Yeterlilikli Problemler; Durumlar Uzayında Arama; Veri-Yönetimli ve Amaç-Yönetimli Arama; Sezgisel Arama; Bilgili Arama Metodlerı; Mantıksal Çıkarım Temelli Acenta; Bilgi Tabanının Oluşturulması; Birinci Dereceli Mantık Temelli Çıkarım; Belirsizlik; Olasılık Temelli Çıkarım Sistemleri; Makine Öğrenimi; İndüktivsel Öğrenim; Karar Alma Araçları; Makine Öğreniminde Bilginin Rolü.
---
"
BİM216,Database Management Systems (Veritabanı Yönetim Sistemleri),2024-2025,BAHAR,"DERS KODU: BİM216 | DERS ADI: Database Management Systems (Veritabanı Yönetim Sistemleri)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 4, KREDİ: 6.0
- KONTENJAN (Toplam/Birim İçi): 9999/1
- DETAYLI İÇERİK: Temel Veritabanı Kavramları ve Tanımları: Veri, Veritabanı, Veritabanı yönetim sistemleri, Veri modeli; Veritabanı Mimarisi: Dış düzey, Kavramsal düzey ve İç düzey; Veri Bağımsızlığı; Verilerin İlişkisel Modeli; Veritabanı Tasarım Süreci; Varlık-İlişki Modeli; İlişkisel Şema; Şema İyileştirme: Fonksiyonel bağımlılık, Normalizasyon ve Normal formlar; Yapısal Sorgulama Dili (SQL): Veri tanımlama, Veri işleme ve Sorgu dili; İlişkisel Cebir; İlişkisel Analiz; Sorgu Optimizasyonu; Fiziksel Şema: Depolama ve Dosya organizasyonu; İşlemler; İşletimsel Gereksinimler: Güvenlik, Bütünlük, Doğruluk, Birliktelik, Başarım.
---
"
BİM437,Bilgisayar Mühendisliği için Tasarım,2024-2025,GÜZ,"DERS KODU: BİM437 | DERS ADI: Bilgisayar Mühendisliği için Tasarım
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 7/0
- DETAYLI İÇERİK: Bilgisayar Mühendisliği Konularından Seçmeler: Programal dilleri, Yönetim bilişim sistemleri, Yazılım mühendisliği, Parallel ve dağıtık sistemler, Proje yönetimi, Algoritma analizi, Yazay sinir ağları sinyaller ve sistemler ve mikroişlemciler gibi konuların günlük hayat problemlerine uygulanması ve bir tasarım gerçeklemesi; Özgün Yazılımlar ve Uygulamalara İlişkin Seminerler.
---
"
ALM255,Almanca I,2024-2025,GÜZ,"DERS KODU: ALM255 | DERS ADI: Almanca I
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 5, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 25/25
- DETAYLI İÇERİK: Arkadaşları Selamlama; Hatır Sorma; Yer Sorma; Vedalaşma; Kendini ve Başkalarını Tanıtma; Nereli Olduğunu Sorma; Bir İsteği Sorma; Fiyat Sorma; Yiyecek ve İçecek Çeşitlerini Sorma; Restoranlarda veya Resmi Yerlerde Kullanılan Nezaket Cümlelerini Öğrenme; Saati Sorma ve Söyleme; Zaman ve Tarih Belirtme; Başkalarına Tercihini ve Zevkini Bildirme veya Sorma; Birşeyin Miktarını Sorma; Miktar ve Ölçü Bildirme; Telefon Ederken Kullanılan Konuşma Kalıplarını Öğrenme; Verilen Durumlara Uygun Dilbilgisi Kurallarını Aktarma.
---
"
ALM255,Almanca I,2024-2025,GÜZ,"DERS KODU: ALM255 | DERS ADI: Almanca I
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 5, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 25/20
- DETAYLI İÇERİK: Arkadaşları Selamlama; Hatır Sorma; Yer Sorma; Vedalaşma; Kendini ve Başkalarını Tanıtma; Nereli Olduğunu Sorma; Bir İsteği Sorma; Fiyat Sorma; Yiyecek ve İçecek Çeşitlerini Sorma; Restoranlarda veya Resmi Yerlerde Kullanılan Nezaket Cümlelerini Öğrenme; Saati Sorma ve Söyleme; Zaman ve Tarih Belirtme; Başkalarına Tercihini ve Zevkini Bildirme veya Sorma; Birşeyin Miktarını Sorma; Miktar ve Ölçü Bildirme; Telefon Ederken Kullanılan Konuşma Kalıplarını Öğrenme; Verilen Durumlara Uygun Dilbilgisi Kurallarını Aktarma.
---
"
ALM255,Almanca I,2024-2025,BAHAR,"DERS KODU: ALM255 | DERS ADI: Almanca I
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 4, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 13/12
- DETAYLI İÇERİK: Arkadaşları Selamlama; Hatır Sorma; Yer Sorma; Vedalaşma; Kendini ve Başkalarını Tanıtma; Nereli Olduğunu Sorma; Bir İsteği Sorma; Fiyat Sorma; Yiyecek ve İçecek Çeşitlerini Sorma; Restoranlarda veya Resmi Yerlerde Kullanılan Nezaket Cümlelerini Öğrenme; Saati Sorma ve Söyleme; Zaman ve Tarih Belirtme; Başkalarına Tercihini ve Zevkini Bildirme veya Sorma; Birşeyin Miktarını Sorma; Miktar ve Ölçü Bildirme; Telefon Ederken Kullanılan Konuşma Kalıplarını Öğrenme; Verilen Durumlara Uygun Dilbilgisi Kurallarını Aktarma.
---
"
ALM255,Almanca I,2024-2025,BAHAR,"DERS KODU: ALM255 | DERS ADI: Almanca I
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 4, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 5/20
- DETAYLI İÇERİK: Arkadaşları Selamlama; Hatır Sorma; Yer Sorma; Vedalaşma; Kendini ve Başkalarını Tanıtma; Nereli Olduğunu Sorma; Bir İsteği Sorma; Fiyat Sorma; Yiyecek ve İçecek Çeşitlerini Sorma; Restoranlarda veya Resmi Yerlerde Kullanılan Nezaket Cümlelerini Öğrenme; Saati Sorma ve Söyleme; Zaman ve Tarih Belirtme; Başkalarına Tercihini ve Zevkini Bildirme veya Sorma; Birşeyin Miktarını Sorma; Miktar ve Ölçü Bildirme; Telefon Ederken Kullanılan Konuşma Kalıplarını Öğrenme; Verilen Durumlara Uygun Dilbilgisi Kurallarını Aktarma.
---
"
ALM256,Almanca II,2024-2025,BAHAR,"DERS KODU: ALM256 | DERS ADI: Almanca II
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 4, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 10/15
- DETAYLI İÇERİK: Modal Fiiller: Können, Müssen, Wollen, Dürfen, Sollen, Mögen; Zamanlar: Şimdiki zaman, Gelecek zaman; İsimler: İsimlerin türleri; Tanım Edatı: Belirli tanım edatı, Belirsiz tanım edatı, Olumsuz ve belirsiz tanım edatı; Tekil Hal ve Çoğul Hal: Yalnız tekil veya çoğul halde kullanılan sözcükler, Çoğul tipleri, Belirsiz tanım edatının çoğulu; İsmin Halleri: Yalın hal, İ-hali, E-hali, İn-hali, Bu Dilbilgisi Konularına Paralel Alıştırmalar.
---
"
BİM308,Web Sunucu Programlama,2024-2025,BAHAR,"DERS KODU: BİM308 | DERS ADI: Web Sunucu Programlama
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 6, KREDİ: 6.0
- KONTENJAN (Toplam/Birim İçi): 9999/1
- DETAYLI İÇERİK: Web Tabanlı ve İstemci Tabanlı Programlama; Web Sayfalarını Yayımlama; HTML Sayfaları ile ASP Sayfalarının Karşılaştırılması; IIS ve Web Sitelerinin Yönetimi; Web Tabanlı Programlama Dilleri ve Araçları; .NET Platformu; Ortak Dil Çalışma Zamanı; ASP.NET 2.0: Bir web uygulaması geliştirmek, Veritabanı erişimi, Form denetimleri, Anasayfalar, Kullanıcı profillerinin saklanması, Performans için önbellekleme, Dil desteği ekleme, Kullanıcı kontrolleri, Oturum ve uygulama değişkenleri; Web Servisleri: XML, SOAP protokolü, Çeşitli veri tipleri döndüren web servisleri.
---
"
BİM308,Web Server Programming (Web Sunucu Programlama),2024-2025,BAHAR,"DERS KODU: BİM308 | DERS ADI: Web Server Programming (Web Sunucu Programlama)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 6, KREDİ: 6.0
- KONTENJAN (Toplam/Birim İçi): 9999/1
- DETAYLI İÇERİK: Web Tabanlı ve İstemci Tabanlı Programlama; Web Sayfalarını Yayımlama; HTML Sayfaları ile ASP Sayfalarının Karşılaştırılması; IIS ve Web Sitelerinin Yönetimi; Web Tabanlı Programlama Dilleri ve Araçları; .NET Platformu; Ortak Dil Çalışma Zamanı; ASP.NET 2.0: Bir web uygulaması geliştirmek, Veritabanı erişimi, Form denetimleri, Anasayfalar, Kullanıcı profillerinin saklanması, Performans için önbellekleme, Dil desteği ekleme, Kullanıcı kontrolleri, Oturum ve uygulama değişkenleri; Web Servisleri: XML, SOAP protokolü, Çeşitli veri tipleri döndüren web servisleri.
---
"
BİM493,Mobile Programming I (Mobil Programlama I),2024-2025,BAHAR,"DERS KODU: BİM493 | DERS ADI: Mobile Programming I (Mobil Programlama I)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 4.5
- KONTENJAN (Toplam/Birim İçi): 70/0
- DETAYLI İÇERİK: Mobil Hesaplama: Mobil hesaplama platformları, Akıllı cihazlar, Mobil uygulama geliştirme ortamları, Androide genel bakış; Android Ortam SDK; Ortam Emulatörü ve Uygulama Yaşam Döngüsü; Kullanıcı Arayüzleri; XML Layoutları; Seçici Widgetler; Tarih-Zaman Sekmeleri; Tuşlu ve Dokunmatik Klavye; Yazı Tipleri; Menüler; WebKit Görüntüleyicisi; Niyetler; Bundle Kullanarak Süreçlerarası Haberleşme; Çoklu Threading.
---
"
MAT249,Linear Algebra and Differential Equations (Lineer Cebir ve Dİfferansiyel Denklemler),2024-2025,GÜZ,"DERS KODU: MAT249 | DERS ADI: Linear Algebra and Differential Equations (Lineer Cebir ve Dİfferansiyel Denklemler)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 3, KREDİ: 4.5
- KONTENJAN (Toplam/Birim İçi): 9999/2
- DETAYLI İÇERİK: Uzayda ve Düzlemde Vektörler: Vektör uzayları, Alt uzaylar; Lineer Bağımlılık ve Bağımsızlık; Tabanlar ve Boyut Kavramı; Lineer Dönüşümler; Matrisler ve Determinantlar, Özdeğer ve Özvektör Teorisi; Lineer Dönüşümlerin Köşegenleştirilmesi; İç Çarpım Uzayları; Lineer Denklem Sistemleri: 1. ve 2. Dereceden lineer diferansiyel denklemler, n. dereceden lineer diferansiyel denklemler, Belirsiz katsayılar yöntemi.
---
"
BİM213,Veri Yapıları ve Algoritmalar,2024-2025,GÜZ,"DERS KODU: BİM213 | DERS ADI: Veri Yapıları ve Algoritmalar
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 3, KREDİ: 5.5
- KONTENJAN (Toplam/Birim İçi): 9999/1
- DETAYLI İÇERİK: Giriş; Veri Yapılarının Sınıflandırılması; Basit Veri Yapıları; Diziler ve Karakter Katarları; Soyut Veri Yapıları; Verinin Bellekte Gösterilmesi; Formüle Dayalı ve Bağlantılı Gösterim; Yığıtlar; Rekürsiyon; Kuyruklar; Bağlantılı Listeler; Döngülü Listeler; Çifte Döngülü Listeler; Ağaçlar; İkili Ağaçlar; İkili Ağaçlar Üzerinde Gezi Fonksiyonları; Listelerin İkili Ağaç Olarak Gösterilmesi; Arama Algoritmaları; Ağaç Kullanımlı Arama; AVL Tipi Ağaçlar ve Arama; Kırmızı-Siyah Ağaçlar; B-Ağaçlar; Çok Yönlü Arama Ağaçları.
---
"
BİM213,Data Structures and Algorithms (Veri Yapıları ve Algoritmalar),2024-2025,GÜZ,"DERS KODU: BİM213 | DERS ADI: Data Structures and Algorithms (Veri Yapıları ve Algoritmalar)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 3, KREDİ: 5.5
- KONTENJAN (Toplam/Birim İçi): 9999/1
- DETAYLI İÇERİK: Giriş; Veri Yapılarının Sınıflandırılması; Basit Veri Yapıları; Diziler ve Karakter Katarları; Soyut Veri Yapıları; Verinin Bellekte Gösterilmesi; Formüle Dayalı ve Bağlantılı Gösterim; Yığıtlar; Rekürsiyon; Kuyruklar; Bağlantılı Listeler; Döngülü Listeler; Çifte Döngülü Listeler; Ağaçlar; İkili Ağaçlar; İkili Ağaçlar Üzerinde Gezi Fonksiyonları; Listelerin İkili Ağaç Olarak Gösterilmesi; Arama Algoritmaları; Ağaç Kullanımlı Arama; AVL Tipi Ağaçlar ve Arama; Kırmızı-Siyah Ağaçlar; B-Ağaçlar; Çok Yönlü Arama Ağaçları.
---
"
BİM304,Bilgisayar Algoritma Tasarımı,2024-2025,BAHAR,"DERS KODU: BİM304 | DERS ADI: Bilgisayar Algoritma Tasarımı
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 6, KREDİ: 6.0
- KONTENJAN (Toplam/Birim İçi): 9999/2
- DETAYLI İÇERİK: Giriş; Algoritmaların Hesaplamalardaki Rolü; Algoritma Bir Teknolojidir; Sıralama Algoritmaları ve Analizi; Yığın Tipi Sıralama; Çabuk Sıralama; Algoritma Performansının İncelenmesi; Bellek Tipi ve Zaman Tipi Karmaşıklık; Asimptotik Notasyonlar: , ve notasyonları; Diziler ve Matrisler; C++ Tipi Sınıflar: Array1D, Array 2D, Matris; Yığıt ve Kuyruklarla Çalışma Algoritmaları; Ağaçlar; İkili Ağaçlar; Ağaçlar İçin Soyut Veri Tipi; Ağaçlar Üzerinde Gezi Algoritmaları; Graflar; Graf Tipi Arama Yöntemleri; Algoritma Tasarım Teknikleri; Greedy Metodu; 0/1 Knapsack Problemi; Böl ve Yen Metodu; Birleştirme Algoritmaları; Dallar ve Sınırlar Metodu; Seyahat Eden Satıcı Problemi.
---
"
BİM304,Computer Algorithm Design (Bilgisayar Algoritma Tasarımı),2024-2025,BAHAR,"DERS KODU: BİM304 | DERS ADI: Computer Algorithm Design (Bilgisayar Algoritma Tasarımı)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 6, KREDİ: 6.0
- KONTENJAN (Toplam/Birim İçi): 9999/2
- DETAYLI İÇERİK: Giriş; Algoritmaların Hesaplamalardaki Rolü; Algoritma Bir Teknolojidir; Sıralama Algoritmaları ve Analizi; Yığın Tipi Sıralama; Çabuk Sıralama; Algoritma Performansının İncelenmesi; Bellek Tipi ve Zaman Tipi Karmaşıklık; Asimptotik Notasyonlar: , ve notasyonları; Diziler ve Matrisler; C++ Tipi Sınıflar: Array1D, Array 2D, Matris; Yığıt ve Kuyruklarla Çalışma Algoritmaları; Ağaçlar; İkili Ağaçlar; Ağaçlar İçin Soyut Veri Tipi; Ağaçlar Üzerinde Gezi Algoritmaları; Graflar; Graf Tipi Arama Yöntemleri; Algoritma Tasarım Teknikleri; Greedy Metodu; 0/1 Knapsack Problemi; Böl ve Yen Metodu; Birleştirme Algoritmaları; Dallar ve Sınırlar Metodu; Seyahat Eden Satıcı Problemi.
---
"
BİM437,Bilgisayar Mühendisliği için Tasarım,2024-2025,BAHAR,"DERS KODU: BİM437 | DERS ADI: Bilgisayar Mühendisliği için Tasarım
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 3/0
- DETAYLI İÇERİK: Bilgisayar Mühendisliği Konularından Seçmeler: Programal dilleri, Yönetim bilişim sistemleri, Yazılım mühendisliği, Parallel ve dağıtık sistemler, Proje yönetimi, Algoritma analizi, Yazay sinir ağları sinyaller ve sistemler ve mikroişlemciler gibi konuların günlük hayat problemlerine uygulanması ve bir tasarım gerçeklemesi; Özgün Yazılımlar ve Uygulamalara İlişkin Seminerler.
---
"
BİM437,Bilgisayar Mühendisliği için Tasarım,2024-2025,GÜZ,"DERS KODU: BİM437 | DERS ADI: Bilgisayar Mühendisliği için Tasarım
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 9/0
- DETAYLI İÇERİK: Bilgisayar Mühendisliği Konularından Seçmeler: Programal dilleri, Yönetim bilişim sistemleri, Yazılım mühendisliği, Parallel ve dağıtık sistemler, Proje yönetimi, Algoritma analizi, Yazay sinir ağları sinyaller ve sistemler ve mikroişlemciler gibi konuların günlük hayat problemlerine uygulanması ve bir tasarım gerçeklemesi; Özgün Yazılımlar ve Uygulamalara İlişkin Seminerler.
---
"
BİM444,Bilgisayar Mühendisliği Uygulamaları,2024-2025,BAHAR,"DERS KODU: BİM444 | DERS ADI: Bilgisayar Mühendisliği Uygulamaları
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 9/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM437,Computer Engineering Design (Bilgisayar Mühendisliği için Tasarım),2024-2025,BAHAR,"DERS KODU: BİM437 | DERS ADI: Computer Engineering Design (Bilgisayar Mühendisliği için Tasarım)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 3/0
- DETAYLI İÇERİK: Bilgisayar Mühendisliği Konularından Seçmeler: Programal dilleri, Yönetim bilişim sistemleri, Yazılım mühendisliği, Parallel ve dağıtık sistemler, Proje yönetimi, Algoritma analizi, Yazay sinir ağları sinyaller ve sistemler ve mikroişlemciler gibi konuların günlük hayat problemlerine uygulanması ve bir tasarım gerçeklemesi; Özgün Yazılımlar ve Uygulamalara İlişkin Seminerler.
---
"
BİM437,Computer Engineering Design (Bilgisayar Mühendisliği için Tasarım),2024-2025,GÜZ,"DERS KODU: BİM437 | DERS ADI: Computer Engineering Design (Bilgisayar Mühendisliği için Tasarım)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 9/0
- DETAYLI İÇERİK: Bilgisayar Mühendisliği Konularından Seçmeler: Programal dilleri, Yönetim bilişim sistemleri, Yazılım mühendisliği, Parallel ve dağıtık sistemler, Proje yönetimi, Algoritma analizi, Yazay sinir ağları sinyaller ve sistemler ve mikroişlemciler gibi konuların günlük hayat problemlerine uygulanması ve bir tasarım gerçeklemesi; Özgün Yazılımlar ve Uygulamalara İlişkin Seminerler.
---
"
BİM444,Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları),2024-2025,BAHAR,"DERS KODU: BİM444 | DERS ADI: Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 9/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM472,Görüntü işleme,2024-2025,BAHAR,"DERS KODU: BİM472 | DERS ADI: Görüntü işleme
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 4.5
- KONTENJAN (Toplam/Birim İçi): 70/0
- DETAYLI İÇERİK: Sayısal Görüntü İşlemenin Temelleri: İnsan görüşü, Görüntü algılayıcılar, Görüntü örnekleme ve nicemleme, Pikseller arasındaki basit ilişkiler; Uzamsal Alanda Görüntü İyileştirme: Gri seviye dönüşümleri, Histogram işleme, Yumuşatma ve keskinleştirme için uzamsal süzme; Frekans Alanında Görüntü İyileştirme: Fourier dönüşümü, Yumuşatma ve keskinleştirme için frekans alanı süzgeçleri, Homomorfik süzme; Görüntü Onarımı; Renkli Görüntü İşleme; Dalgacıklar ve Çoklu-Çözünürlük İşleme; Görüntü Sıkıştırma; Morfolojik Görüntü İşleme.
---
"
BİM472,Image Processing (Görüntü işleme),2024-2025,BAHAR,"DERS KODU: BİM472 | DERS ADI: Image Processing (Görüntü işleme)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 4.5
- KONTENJAN (Toplam/Birim İçi): 70/0
- DETAYLI İÇERİK: Sayısal Görüntü İşlemenin Temelleri: İnsan görüşü, Görüntü algılayıcılar, Görüntü örnekleme ve nicemleme, Pikseller arasındaki basit ilişkiler; Uzamsal Alanda Görüntü İyileştirme: Gri seviye dönüşümleri, Histogram işleme, Yumuşatma ve keskinleştirme için uzamsal süzme; Frekans Alanında Görüntü İyileştirme: Fourier dönüşümü, Yumuşatma ve keskinleştirme için frekans alanı süzgeçleri, Homomorfik süzme; Görüntü Onarımı; Renkli Görüntü İşleme; Dalgacıklar ve Çoklu-Çözünürlük İşleme; Görüntü Sıkıştırma; Morfolojik Görüntü İşleme.
---
"
BİM444,Bilgisayar Mühendisliği Uygulamaları,2024-2025,BAHAR,"DERS KODU: BİM444 | DERS ADI: Bilgisayar Mühendisliği Uygulamaları
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 9/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM444,Bilgisayar Mühendisliği Uygulamaları,2024-2025,GÜZ,"DERS KODU: BİM444 | DERS ADI: Bilgisayar Mühendisliği Uygulamaları
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 2/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM444,Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları),2024-2025,BAHAR,"DERS KODU: BİM444 | DERS ADI: Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 9/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM444,Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları),2024-2025,GÜZ,"DERS KODU: BİM444 | DERS ADI: Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 2/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM437,Computer Engineering Design (Bilgisayar Mühendisliği için Tasarım),2024-2025,GÜZ,"DERS KODU: BİM437 | DERS ADI: Computer Engineering Design (Bilgisayar Mühendisliği için Tasarım)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 9/0
- DETAYLI İÇERİK: Bilgisayar Mühendisliği Konularından Seçmeler: Programal dilleri, Yönetim bilişim sistemleri, Yazılım mühendisliği, Parallel ve dağıtık sistemler, Proje yönetimi, Algoritma analizi, Yazay sinir ağları sinyaller ve sistemler ve mikroişlemciler gibi konuların günlük hayat problemlerine uygulanması ve bir tasarım gerçeklemesi; Özgün Yazılımlar ve Uygulamalara İlişkin Seminerler.
---
"
BİM437,Bilgisayar Mühendisliği için Tasarım,2024-2025,GÜZ,"DERS KODU: BİM437 | DERS ADI: Bilgisayar Mühendisliği için Tasarım
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 9/0
- DETAYLI İÇERİK: Bilgisayar Mühendisliği Konularından Seçmeler: Programal dilleri, Yönetim bilişim sistemleri, Yazılım mühendisliği, Parallel ve dağıtık sistemler, Proje yönetimi, Algoritma analizi, Yazay sinir ağları sinyaller ve sistemler ve mikroişlemciler gibi konuların günlük hayat problemlerine uygulanması ve bir tasarım gerçeklemesi; Özgün Yazılımlar ve Uygulamalara İlişkin Seminerler.
---
"
